Date,Close,High,Low,Open,Volume,Daily_Return,MA_7,High_52W,Low_52W
2025-04-01,1482.6226806640625,1502.92196020728,1474.2212903040318,1495.0061979771754,12680733,-0.0083,,1502.92,1474.22
2025-04-02,1505.593017578125,1510.9349273715397,1491.0726643663595,1491.0726643663595,6193478,0.0097,,1510.93,1474.22
2025-04-03,1453.4849853515625,1490.538435185599,1442.3641486583924,1490.538435185599,10459504,-0.0249,,1510.93,1442.36
2025-04-04,1409.9241943359375,1429.6892358061361,1406.3790852223406,1418.5197886514006,9590254,-0.0061,,1510.93,1406.38
2025-04-07,1356.602294921875,1365.489314158466,1269.4320382766355,1313.1385736419368,21715252,0.0331,,1510.93,1269.43
2025-04-08,1387.7310791015625,1414.6348317731379,1374.3276944448953,1389.8677955834949,12805001,-0.0015,,1510.93,1269.43
2025-04-09,1363.3524169921875,1368.9371407012397,1342.1791008495861,1364.663707842691,8546854,-0.001,1422.76,1510.93,1269.43
2025-04-11,1368.937255859375,1397.4437254302495,1356.893771609889,1370.6855647660782,12567440,-0.0013,1406.52,1510.93,1269.43
2025-04-15,1385.011474609375,1406.087688754894,1368.5001176189407,1404.0480742507405,10178530,-0.0136,1389.29,1510.93,1269.43
2025-04-16,1372.4822998046875,1386.4684147056246,1356.6508927211694,1384.0402738742662,12022740,-0.0084,1377.72,1510.93,1269.43
2025-04-17,1378.6982421875,1388.7022289531085,1338.6825322481727,1357.8162328834976,14264227,0.0154,1373.26,1510.93,1269.43
2025-04-21,1409.29296875,1429.4951483248678,1369.4714582615436,1369.4714582615436,15648970,0.0291,1380.79,1510.93,1269.43
2025-04-22,1381.903564453125,1398.6091260339042,1378.5041672717928,1398.6091260339042,9399738,-0.0119,1379.95,1510.93,1269.43
2025-04-23,1432.505859375,1445.0350886470426,1398.2204665039803,1404.4365301839098,11136642,0.02,1389.83,1510.93,1269.43
2025-04-24,1429.1065673828125,1440.2760150192205,1419.4911061400271,1427.6496829084983,7114292,0.001,1398.43,1510.93,1269.43
2025-04-25,1437.653564453125,1458.535575435,1421.4336312546193,1433.0887071514799,8329979,0.0032,1405.95,1510.93,1269.43
2025-04-28,1439.4989013671875,1446.7833234291916,1423.1818670852326,1437.6534907325017,5886253,0.0013,1415.52,1510.93,1269.43
2025-04-29,1454.4564208984375,1466.4029217301106,1431.7289980215003,1439.4019470928108,8056743,0.0105,1426.35,1510.93,1269.43
2025-04-30,1456.9815673828125,1465.431568419441,1439.984581952398,1453.7764926957282,7704183,0.0022,1433.16,1510.93,1269.43
2025-05-02,1463.586181640625,1479.4175886205041,1453.1936678135066,1456.5930649551544,7402310,0.0048,1444.83,1510.93,1269.43
2025-05-05,1465.2373046875,1479.2234198282615,1459.6040889990923,1471.453369034679,4282493,-0.0042,1449.5,1510.93,1269.43
2025-05-06,1468.0538330078125,1472.0359599506996,1456.0102317041706,1462.7119235923028,4270530,0.0037,1455.07,1510.93,1269.43
2025-05-07,1464.9459228515625,1475.1441139885928,1453.5821530190785,1456.8844481471906,5691799,0.0055,1458.97,1510.93,1269.43
2025-05-08,1467.9569091796875,1472.9102929808603,1458.0500230157727,1464.654613791716,8424409,0.0023,1463.03,1510.93,1269.43
2025-05-09,1464.2659912109375,1467.9568126185206,1451.1540310083215,1457.5642989506216,4478653,0.0046,1464.43,1510.93,1269.43
2025-05-12,1580.136962890625,1585.0903465111594,1487.96471253376,1492.8209942326298,11372857,0.0585,1482.03,1585.09,1269.43
2025-05-13,1523.5125732421875,1565.859323230766,1519.627548132014,1562.7513505672503,12846210,-0.0251,1490.59,1585.09,1269.43
2025-05-14,1546.6285400390625,1549.1537826809642,1524.3867472838704,1528.75740058924,4870057,0.0117,1502.21,1585.09,1269.43
2025-05-15,1566.6363525390625,1572.0753639006625,1525.8435894847285,1544.103254657481,11151167,0.0146,1516.3,1585.09,1269.43
2025-05-16,1544.200439453125,1566.2479103864578,1536.0418626920532,1566.2479103864578,4576751,-0.0141,1527.62,1585.09,1269.43
2025-05-19,1514.965576171875,1539.4411867318856,1510.9833306187809,1531.185508443418,8855798,-0.0106,1534.34,1585.09,1269.43
2025-05-20,1515.7425537109375,1537.9843466293191,1513.2173110505078,1524.8723866170074,7143998,-0.006,1541.69,1585.09,1269.43
2025-05-21,1523.41552734375,1525.8436681268927,1507.4869000940212,1522.832797268108,4157309,0.0004,1533.59,1585.09,1269.43
2025-05-22,1503.01904296875,1515.936798484799,1495.7346211126817,1510.7890929485561,6158990,-0.0051,1530.66,1585.09,1269.43
2025-05-23,1519.8218994140625,1541.5779455953386,1505.447258808557,1505.447258808557,5038421,0.0095,1526.83,1585.09,1269.43
2025-05-26,1535.070556640625,1538.275749801986,1517.782147363295,1521.5700705826603,3170102,0.0089,1522.32,1585.09,1269.43
2025-05-27,1524.9696044921875,1537.401733466409,1511.6634396332652,1534.487964353223,7775714,-0.0062,1519.57,1585.09,1269.43
2025-05-28,1526.6207275390625,1542.063608140773,1524.8724187426308,1535.556238237006,3623370,-0.0058,1521.24,1585.09,1269.43
2025-05-29,1540.0240478515625,1562.6543682753302,1531.2827406845122,1543.3263431603168,8609500,-0.0021,1524.71,1585.09,1269.43
2025-05-30,1539.1375732421875,1548.297396005105,1531.652190030095,1547.3124739974683,13148092,-0.0053,1526.95,1585.09,1269.43
2025-06-02,1530.371826171875,1536.4782943781508,1515.7949327230604,1536.4782943781508,4374509,-0.004,1530.86,1585.09,1269.43
2025-06-03,1519.734619140625,1543.6682714095227,1512.4461724234918,1535.4933708621093,6853403,-0.0103,1530.85,1585.09,1269.43
2025-06-04,1527.8109130859375,1533.8190332918903,1518.158749909477,1519.7346010168856,4548307,0.0053,1529.81,1585.09,1269.43
2025-06-05,1530.8642578125,1544.0621159555858,1518.3556767230737,1524.5607331925255,6948539,0.0041,1530.65,1585.09,1269.43
